,Unnamed: 0,enrollee_id,city,city_index,gender,relevent_experience,enrolled_university,education_level,major_discipline,experience,company_size,company_type,last_new_job,training_hours,Additional Info,Approval
1462,1462,28808,71,0.884,Male,Has relevent experience,no_enrollment,Masters,STEM,20.0,,,4.0,66,Software Development Engineer having 2 plus year of experience in the web development and in-depth understanding of web technologies with a focus on delivering innovative business solutions. Seeking an opportunity to be part of a dynamic software development team.,1
1463,1463,14285,173,0.878,,No relevent experience,Full time course,Graduate,Business Degree,2.0,100-500,Pvt Ltd,1.0,156,NONE,2
1464,1464,7784,45,0.89,Male,Has relevent experience,Part time course,High School,,10.0,10/49,Pvt Ltd,4.0,13,"A young professional with a software programming and technical skills, bringing to the table the ability to combine business development with web and technical application.",2
1465,1465,15973,127,0.745,,No relevent experience,Full time course,Graduate,STEM,3.0,,,1.0,53,NONE,2
1466,1466,24155,21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,11.0, 10,Pvt Ltd,2.0,14,"To obtain a position that will enable me to use my strong organizational skills, award-winning educational 
background, and ability to work well with people.",2
1467,1467,24815,103,0.92,,Has relevent experience,no_enrollment,Masters,STEM,7.0,500-999,Pvt Ltd,4.0,77,NONE,2
1468,1468,21023,2,0.7879999999999999,,No relevent experience,no_enrollment,Masters,Arts,1.0, 10,Pvt Ltd,0.0,26,NONE,2
1469,1469,27787,160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,20.0,100-500,Pvt Ltd,2.0,90," Good Exposure to PHP, Bootstrap, , JavaScript. 
 Highly developed problem analysis and solving skills. 
 Good team player while maintaining independent line of thought.",1
1470,1470,24378,127,0.745,Male,No relevent experience,no_enrollment,Graduate,STEM,1.0,,,0.0,15,"A competent IT Professional with 8+ years of experience in providing quality solutions to complex business problems within scope, budget and tight schedules. Extensive experience in design, programming, databases and IT support, application performance tuning, application security, technical communication. Flexible as regards moving from project to project and assimilating new technologies.",2
1471,1471,7346,103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,5.0,10000+,NGO,2.0,24,To work in a globally competitive environment.,2
1472,1472,25958,103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,12.0,10000+,Pvt Ltd,1.0,44," MCA (Master of Computer Application) with CGPA 7.2. 
 Focused & goal driven with strong work ethics, continuously striving for 
improvement  coupled with commitment to offer quality work. 
 Adaptable and a quick learner with skills to work under pressure. 
 Possesses strong negotiation, communication & analytical skills.",2
1473,1473,32635,159,0.843,Male,No relevent experience,Full time course,Graduate,STEM,5.0,,,0.0,52,"Seeking a position to utilize my skills and abilities in a challenging environment that offers me a professional growth while being resourceful, innovative and flexible.",2
1474,1474,1985,21,0.624,Male,No relevent experience,Full time course,High School,,5.0,,,0.0,35,NONE,2
1475,1475,288,98,0.9490000000000001,Male,Has relevent experience,no_enrollment,Graduate,STEM,15.0,50-99,Pvt Ltd,4.0,8,in.linkedin.com/in/gangeshwarmishra,2
1476,1476,27281,103,0.92,,Has relevent experience,no_enrollment,Graduate,STEM,8.0,10000+,Pvt Ltd,1.0,32,NONE,2
1477,1477,7953,21,0.624,,Has relevent experience,Full time course,Graduate,STEM,3.0,10/49,Pvt Ltd,1.0,300," Pursuing M.C.A. From Indira Gandhi National Open University, Delhi. 
 Completed B.C.A from Indira Gandhi National Open University, Delhi. 
 Proficient in finding and resolving malfunctions, using technical and communication skills. 
 Ability to express technical concepts clearly to people with no technical background. 
 Worked on project Online Auction and bidding system. 
 Adept in database MySQL and PHP and Internet Applications. 
 An effective communicator with excellent interpersonal, logical thinking & analytical abilities. 
PROJECT 
Project title: Online auction and bidding system 
Technologies: PHP, MYSQL 
Contribution: Analysis and coding.",2
1478,1478,366,176,0.764,Male,No relevent experience,no_enrollment,Graduate,STEM,3.0,,,1.0,50,"To secure a challenging position where I can effectively contribute my skills as software professional, possessing competent Technical skills.",2
1479,1479,27108,103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,20.0,50-99,Pvt Ltd,4.0,17,NONE,2
1480,1480,9514,160,0.92,Male,Has relevent experience,Full time course,High School,,12.0,100-500,Pvt Ltd,1.0,9, Currently working as PHP web Developer in Oswal Info World Pvt. Ltd.,2
1481,1481,17386,176,0.764,Male,Has relevent experience,Full time course,Graduate,STEM,5.0, 10,Pvt Ltd,4.0,133,"Professional Summary 
 Completed a Java, J2se, J2ee and Web Technologies Course with certification from Arcus 
Institute, Hyderabad. 
 Knowledge in Web Technologies like Python, PHP, JSP, Servlets, HTML, CSS, JavaScript, 
JQuery, Ajax, BootStrap, MD Bootstrap. 
 Extensive knowledge in SQL",2
1482,1482,4889,16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,5.0,50-99,Pvt Ltd,4.0,53," Having 6 Months of Information Technology experience in the field of software development of 
web-based applications developed in PHP and MySQL Server as the back end database. 
 Working knowledge of XAMPP. 
 Good knowledge of OOPS concepts. 
 Good Working knowledge in the Database MySQL Server. 
 Open to learning new technological advancements and frameworks.",2
1483,1483,22974,160,0.92,Male,Has relevent experience,no_enrollment,Masters,Humanities,20.0,,,2.0,105,"To be with a reputed organization where I can explore my skills and abilities to improve 
myself as well as company.",1
1484,1484,28176,103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,20.0,50-99,Early Stage Startup,1.0,43,NONE,2
1485,1485,17224,16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,13.0,,,1.0,119,"Seeking a responsible career in an organization where I can utilize my 
skills, knowledge to work at my level best. To grow with the organization and deliver best 
possible services. Work hard to achieve the corporate targets and goal keeping in view 
the corporate mission and vision.",2
1486,1486,32636,21,0.624,,No relevent experience,no_enrollment,Masters,STEM,2.0,50-99,Pvt Ltd,2.0,18,To learn and function effectively in an organization and be able to deliver to the bottom line. To constantly upgrade my knowledge and skills and make a difference in whatever I do.,2
1487,1487,21511,114,0.9259999999999999,,No relevent experience,no_enrollment,High School,,4.0,,,0.0,45,"To secure a challenging position as a Program Developer. I am a self-motivated, ambitious young talented who 
can perform well under pressure adjusting to given condition at any environment and, seeking a challenging 
and responsible position which enables me to utilize my strength and skills to develope the organization and 
myself.",2
1488,1488,25408,21,0.624,,Has relevent experience,Full time course,Graduate,STEM,6.0,,,1.0,94,NONE,2
1489,1489,10308,160,0.92,Female,No relevent experience,no_enrollment,Graduate,STEM,1.0,100-500,NGO,1.0,8,"Intend to build a career with leading Corporate of Hi-tech environment with Committed & dedicated people, which will help to explore myself fully.",2
1490,1490,6509,21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,10.0,10000+,Pvt Ltd,4.0,27," Basic knowledge of Software Testing. 
 Python(Classes, Objects, Loops, Exceptions, List, Tuples, Dictionary, Regular 
expressions, CGI Programming, Socket Programming, Multi threading). 
 Mature knowledge in managing PHP, MYSQL and JAVA SCRIPT, CSS, HTML. 
 Possess excellent interpersonal, communication and analytical skills. 
 Basic Concepts of OOPS. 
 Good knowledge in Wordpress(themes & pluggins). 
 Basic knowledge of PHP Frameworks like Laravel & CodeIgniter.",2
1491,1491,12676,114,0.9259999999999999,Male,Has relevent experience,Part time course,Graduate,STEM,12.0,10000+,Pvt Ltd,1.0,39,"I would like to work for a professional, progressive organization, where I can use my skills, experience and talent I have gained and which provides me with an opportunity for personal and professional growth.",2
1492,1492,22320,102,0.804,Male,Has relevent experience,no_enrollment,Graduate,STEM,20.0,500-999,Pvt Ltd,4.0,70,"Web Developer with 1.9+ years of experience in designing and developing user interfaces, testing, debugging within eCommerce technologies. Proven ability in optimizing web functionalities that improve data retrieval and workflow efficiencies",1
1493,1493,19403,21,0.624,Female,Has relevent experience,no_enrollment,Graduate,STEM,3.0,5000-9999,Pvt Ltd,1.0,50," 3+ Years of Professional experience in developing PHP/Laravel Applications. 
 Extensive Knowledge of PHP/Laravel MYSQL, OOP, MVC, HTML 5, CSS 3, AJAX and JQuery. 
 Willing and Capable to explore and learn new Technologies. 
 Positive approach in problem solving and good interpersonal Skills.",2
1494,1494,25679,40,0.7759999999999999,Male,Has relevent experience,Full time course,Masters,STEM,18.0,100-500,Public Sector,3.0,65,NONE,1
1495,1495,25097,102,0.804,Male,No relevent experience,Full time course,Graduate,STEM,8.0,,,4.0,14,NONE,2
1496,1496,30538,103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,16.0,10000+,Pvt Ltd,4.0,4,"To become a successful professional and gain exposure and experience in a competitive world where I can actively participate and use my skills for growth of company. 
 
CAREER SYNOPSIS: 
 
 Working with Biztechinfosys' && Caretel Infotech Ltd' as a PHP Developer 
 Knowledge of Programming languages such as C, PHP, JQuery. 
 Adroit with CodeIgniter, PHP, MySQL, CSS, JavaScript. 
 Knowledge of web tools in Adv PHP i.e Codeigniter. 
 Proficient at Devloping and Integrate API. 
 Proficient at counseling and cultivating relationship to client and staff. 
 Good knowledge of Database Technologies. 
 Active member of a team in providing solutions to various Website. 
 Capable of self-learning to explore technical competency over a broad range of technologies 
 A flexible professional who enjoys learning new skills and quickly adapts to organizational changes. 
 Team player with strong analytical, problem solving & organizational abilities with good interpersonal skills. 
 
PROFESSIONAL EXPERRIENCE:",2
1497,1497,29321,28,0.9390000000000001,Male,Has relevent experience,Full time course,Masters,STEM,20.0,100-500,Pvt Ltd,4.0,35,To learn and function effectively in an organization and be able to deliver to the bottom line. To constantly upgrade my knowledge and skills and make a difference in whatever I do.,2
1498,1498,5083,103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,9.0,100-500,Pvt Ltd,3.0,46,"Professional Summary 
 Completed a Java, J2se, J2ee and Web Technologies Course with certification from Arcus 
Institute, Hyderabad. 
 Knowledge in Web Technologies like Python, PHP, JSP, Servlets, HTML, CSS, JavaScript, 
JQuery, Ajax, BootStrap, MD Bootstrap. 
 Extensive knowledge in SQL",2
1499,1499,17194,102,0.804,Male,Has relevent experience,no_enrollment,Masters,STEM,11.0,50-99,Pvt Ltd,1.0,61,NONE,2
1500,1500,25371,173,0.878,Male,Has relevent experience,no_enrollment,Graduate,STEM,20.0,10/49,Pvt Ltd,4.0,47,"Web Developer with 1.9+ years of experience in designing and developing user interfaces, testing, debugging within eCommerce technologies. Proven ability in optimizing web functionalities that improve data retrieval and workflow efficiencies",2
1501,1501,25629,114,0.9259999999999999,Male,No relevent experience,no_enrollment,Masters,STEM,20.0,100-500,Pvt Ltd,4.0,91,NONE,1
1502,1502,2790,128,0.527,Male,Has relevent experience,no_enrollment,Graduate,STEM,4.0,,,1.0,46," 3+ Years of Professional experience in developing PHP/Laravel Applications. 
 Extensive Knowledge of PHP/Laravel MYSQL, OOP, MVC, HTML 5, CSS 3, AJAX and JQuery. 
 Willing and Capable to explore and learn new Technologies. 
 Positive approach in problem solving and good interpersonal Skills.",2
1503,1503,31615,160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,20.0,500-999,Pvt Ltd,4.0,66,Highly Ambitious To Work In Challenging & Conductive Environment/Improvement Which Will Give Me Enough Charge To Grow With Organization.,1
1504,1504,9134,21,0.624,,Has relevent experience,no_enrollment,Graduate,STEM,7.0,50-99,Pvt Ltd,2.0,85,"To secure a position in the IT world that would entrust me with an opportunity to use my expertise in web 
development and application design.",2
1505,1505,23968,160,0.92,,Has relevent experience,no_enrollment,Graduate,STEM,20.0,50-99,Pvt Ltd,2.0,42,"1+ years experienced PHP Back-End/Front-End Developer (1 year as an employee and one 
year as a freelancer) looking for challenging and rewarding opportunities using open sourced 
materials to design Web-based solutions. 
Skills:  
 PHP & Frameworks: CorePHP, CodeIgniter, Laravel, CakePHP.  
 PHP CMS: Wordpress, Joomla.  
 Front-End technologies: HTML5, CSS3, Javascript, Bootstrap, AJAX, JQuery.  
 Database: MySql, MongoDb.",2
1506,1506,24908,21,0.624,,Has relevent experience,Full time course,,,4.0, 10,,1.0,156," I want to work in an organization that will help me to enhance my knowledge and skills and 
would provide a lucrative career option and growth opportunity. 
 
Technical and Professional Qualification: 
 B.Tech From WOMEN'S INSTITUTE OF ENGINEERING AND TECHNOLOGY SITAPUR U.P 
BRANCH: COMPUTER SCIENCE 
YEAR: 2013 - 2017",2
1507,1507,22712,162,0.767,,Has relevent experience,no_enrollment,Graduate,STEM,16.0,100-500,Pvt Ltd,4.0,21,"To work in a challenging environment where I can use my specialized skills and 
really relish my work in the concern. To provide development in attainment for reaching success 
goals and achieving specified goals in the organizational environment in the competitive era.",2
1508,1508,11063,159,0.843,Male,No relevent experience,Full time course,Masters,STEM,3.0,,Public Sector,1.0,80,"To achieve a position which gives me an opportunity to experience and expand my knowledge while 
contributing creative solutions for the advancement organization.",2
1509,1509,16129,103,0.92,Male,No relevent experience,Full time course,High School,,4.0,,,1.0,10,NONE,2
1510,1510,25292,100,0.887,,Has relevent experience,no_enrollment,,,1.0,5000-9999,Pvt Ltd,0.0,48,I have bachelor degree in computer science engineering. Looking forward for a successful professional opportunity in a leading multinational company where I can use my leadership and hardworking Skill.,2
1511,1511,11796,65,0.802,Male,No relevent experience,no_enrollment,Graduate,STEM,1.0,,,2.0,29,"An Innovative and resourceful graduate in Bachelor of Engineering degree in Electronics and 
Communication Stream. 
 
During the past 2 years, I worked as a PHP/Wordpress developer in Tabnova solutions.",2
1512,1512,31234,36,0.893,Male,Has relevent experience,Full time course,Graduate,STEM,10.0,,,2.0,96,"To obtain a position where I can contribute, learn and develop into a complete professional while being an 
integral part of the organization's growth, I can constantly learn and improve my technical and analytical 
abilities. 
 
Skill 
 
Programming: PHP, MySQL, HTML, CSS, Jquery, BOOTSTRAP, AJAX 
Server: XAMPP",2
1513,1513,4581,23,0.899,Male,No relevent experience,no_enrollment,Graduate,No Major,5.0,1000-4999,Public Sector,1.0,79,NONE,2
1514,1514,17703,103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,20.0,10000+,Public Sector,4.0,50," Quick learner 
 Adaptable to a new environment. 
 
HOBBY 
 
 Cooking",2
1515,1515,30036,46,0.762,Male,Has relevent experience,no_enrollment,Graduate,STEM,2.0,10/49,Pvt Ltd,1.0,112," 7 years of programming experience in PHP including PHP, PHP OOP, MySQL, Codeigniter, Magento 
 Extensive knowledge of Database design and maintenance in MySQL 
 Good technical knowledge in JavaScript (JS), jQuery, AJAX, CSS and HTML. 
 Experience of the full software development lifecycle from requirements gathering and functional specification authoring, to development, testing and delivery.",2
1516,1516,9837,61,0.9129999999999999,Male,Has relevent experience,no_enrollment,Graduate,STEM,20.0,,,1.0,42,NONE,2
1517,1517,2715,16,0.91,Male,No relevent experience,Full time course,High School,,5.0,,,1.0,112,"Seeking for a position as Software Developer to provide value addition to organization's products and services that will provide exposure to a broad range of responsibilities, in the field of software development and maintenance.",2
1518,1518,22652,16,0.91,,Has relevent experience,no_enrollment,Graduate,STEM,19.0,,,3.0,106,"â Extensive Knowledge of HTML 5, CSS 3, Bootstrap, JavaScript, jQuery, PHP, MYSQL, Ajax, JSON, OOPs. 
â Willing and Capable to explore and learn new technology. 
â Positive approach in problem solving and good interpersonal Skills. 
â CI (Codeigniter), WordPress and basic knowledge of Laravel.",1
1519,1519,15158,16,0.91,Other,Has relevent experience,no_enrollment,Graduate,Humanities,5.0,1000-4999,Pvt Ltd,4.0,134,"To join an organization and work in an innovative and challenging environment where my natural talent and 
educational skills should be discovered and utilize to the best in the benefit for the organization.",2
1520,1520,830,103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,20.0,5000-9999,Pvt Ltd,1.0,83,To utilize my knowledge and skills to handle all the carrier opportunities as a responsible computer science engineer.,1
1521,1521,24660,103,0.92,,No relevent experience,no_enrollment,Phd,Humanities,8.0,100-500,Pvt Ltd,3.0,23,"Seeking a position in corporate world where I can utilize my skills and achieve the 
professional growth while being innovative and flexible showing my internal smartness. 
 
VISION: 
I would like to see myself in a recognized position in the corporate world. 
 
STRENGTH: 
Positive Attitude, Hard Working, Team working and Honesty are my best Friends. 
 
I believe All For One, And One For All.",2
1522,1522,2915,150,0.698,,No relevent experience,,High School,,2.0,,,,27,"I would like to be a part of an organization where I could use and enhance 
my knowledge and talent for the development of both the organization and myself. 
 
Detail Work Experience 
Exltech Solutions India 
Company Name: 
Sept, 2018 Continue Continue 
From: To: Duration: 
PHP Developer 
Designation: 
Market Research Websites and CRM, Project Management, MVC development 
Responsibilities: 
 
Company Name: Aspire Techsoft Pvt Ltd, Pune",2
1523,1523,18322,103,0.92,Male,Has relevent experience,Full time course,Graduate,STEM,7.0,50-99,Pvt Ltd,3.0,84,"To work in a progressive organization which can expand all my knowledge and provided me exciting 
opportunities to utilize my skills and qualification to produce result fidelity.",2
1524,1524,23189,16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,16.0,1000-4999,Pvt Ltd,3.0,108,"To seek a position in a well established Organization that offers room for professional growth, as this provides me ample opportunities to exhibit my skills and competencies in the chosen field.",1
1525,1525,25544,16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,12.0,50-99,Pvt Ltd,1.0,64,To bocome a valuable assets in a particular company,2
1526,1526,15534,149,0.6890000000000001,,Has relevent experience,no_enrollment,Graduate,Humanities,20.0,,,1.0,8,"To work in challenging & responsible position in a 
dynamically progressing organization which gives 
scope to apply my skills, knowledge & to constantly 
grow with the organization.",2
1527,1527,12312,21,0.624,,Has relevent experience,Full time course,Graduate,STEM,4.0,,Pvt Ltd,2.0,41,NONE,2
1528,1528,7789,40,0.7759999999999999,,Has relevent experience,Part time course,Graduate,STEM,7.0,,,1.0,54,Looking for well growth and challenging opportunities to explore the inner talent in the best working environment for the emergence as a competitive professional in the organization.,2
1529,1529,6335,103,0.92,,Has relevent experience,no_enrollment,Graduate,Humanities,20.0, 10,Early Stage Startup,1.0,47,"For exploring my knowledge and skills of doing something new and innovative which is useful to everyone. 
To learn new things and develop my career in the corporate world with full of hard work and dedication.",2
1530,1530,17675,160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,5.0,10/49,Funded Startup,2.0,35,"AYUSH To acquire a challenging growth oriented position in a 
progressive organization where my skills are effectively 
Utilized for the organizational and personal goals.",2
1531,1531,7156,103,0.92,Male,No relevent experience,Full time course,Graduate,STEM,6.0,,NGO,2.0,18,"Name: Miss Jori Rutuja Anand 
 
Father's Name: Mr. Jori Anand 
 
Mother's Name: Mrs. Jori Charusheela Anand 
 
Date of Birth: 10-10-1996 
 
Nationality: Indian.",2
1532,1532,14816,61,0.9129999999999999,Male,Has relevent experience,no_enrollment,Masters,STEM,20.0,,,4.0,212,Seeking a position in a reputed & professional organization where the skills of an individual are valued and could be beneficial to the organization.,1
1533,1533,31402,103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,20.0,,,2.0,192,NONE,1
1534,1534,12759,136,0.897,Male,Has relevent experience,Full time course,Masters,STEM,8.0,100-500,Pvt Ltd,2.0,23,To work with the best of my ability in a reputed organization where my talent and ideas are encouraged and to take up the challenging position with integrity and grow with the organization.,2
1535,1535,18706,143,0.74,Male,Has relevent experience,Full time course,Masters,STEM,20.0,,,4.0,107,"I want to work in a company that gives me a chance to prove my abilities and help the company in any way 
possible. I want the company's standards and goals to rise with the help of my own contributions.",1
1536,1536,5266,102,0.804,Male,Has relevent experience,Part time course,Graduate,STEM,13.0,50-99,Pvt Ltd,1.0,12,"To be a successful professional and willing to take any challenging 
role in an enthusiastic organization where my qualification, 
experience and entire skills can be effectively used to achieve the 
best outcome for the organization and also for my personal growth.",2
1537,1537,27308,103,0.92,Female,No relevent experience,no_enrollment,Graduate,STEM,8.0,,,0.0,46,NONE,2
1538,1538,6721,21,0.624,,Has relevent experience,Full time course,Masters,STEM,5.0,50-99,Early Stage Startup,1.0,52," 2+ years' experience in Client server web applications development using PHP. 
 Extensive experience in website design and development 
 Experience in implementing open source CMS applications using WordPress 
 Proficient in Object Oriented programming design and concepts 
 Knowledge in MVC programming architecture structure 
 Validate forms using JQuery, AJAX, HTML5 and PHP 
 Hands on experience in using relational databases, writing SQL Queries and Stored procedures in MySQL 
 Cross-browser front end development skills (HTML, CSS, JS, JQuery, codeigniter)",2
1539,1539,667,103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,20.0,100-500,Pvt Ltd,4.0,4,"Hard-working individual with proficiency in HTML, PHP, MySql, Codeigniter, JavaScript, and CSS, as well as ability to communicate effectively in a team setting, and possessing a strong willingness to learn about entrepreneurship and business seeks to apply for the position of Front End and Backend Developer.",2
1540,1540,3027,103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,20.0,100-500,Pvt Ltd,4.0,50,"Seeking a responsible position in an organization providing innovative and challenging opportunities, which help me grow, learn and prosper on my professional front.",2
1541,1541,8735,103,0.92,,No relevent experience,Full time course,Graduate,STEM,5.0,1000-4999,Public Sector,,34,To work on a challenging job profile and project which would provides an opportunity to enhance my technical skills which would further enhance my skills and be helpful for my carrer.,2
1542,1542,24238,101,0.5579999999999999,,Has relevent experience,Full time course,Graduate,STEM,3.0, 10,Early Stage Startup,1.0,9,NONE,2
1543,1543,28911,160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,4.0,100-500,Funded Startup,1.0,165,"To work for an organization where I can enhance my skills and knowledge to growth along with 
the organization's objective.",2
1544,1544,18575,67,0.855,Female,Has relevent experience,Full time course,Graduate,STEM,2.0,,,1.0,36,"To Become A Successful Professional In The Field Of Web Developing, With My Talent, Smart Work and Ability To Present Myself With Best Of My Innovative Ideas And Technical Skills.",2
1545,1545,15098,103,0.92,,Has relevent experience,no_enrollment,,,7.0,500-999,Pvt Ltd,4.0,42," Knowledge of PHP, BOOTSTRAP, JQUERY, JAVA SCRIPT, CSS, HTML. 
 Basic knowledge of MYSQL, AJAX. 
 Diploma in Computer Application from IT GURUZ. 
 English Typing 40-50 WPM.",2
1546,1546,33308,21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,4.0,500-999,Pvt Ltd,1.0,4," 3 years and 10 months of experience as PHP Web Developer. 
 Experience of Interacting with the Client & Understanding requirements. 
 Server Experience on working in AWS server. 
 Expertise in Web hosting, git and shell commands. 
 Creating custom modules on PHP frameworks.",2
1547,1547,185,23,0.899,Male,Has relevent experience,no_enrollment,Graduate,STEM,4.0,1000-4999,Pvt Ltd,0.0,108," Total experience: 2Yearsin Web Development 
 PHP, Laravel. 
 Experience with PHP web development, Java Script, HTML, CSS, Bootstrap. 
 Experience with making REST APIs using PHP and MYSQL. 
 Excellent debugging skills and ability to learn new technologies. 
 Experience with Handling E-Commerce based projects. 
 Experience with Payment Gateways Such as Pay-U-Money, Instamojo etc.",2
1548,1548,25603,103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,7.0,,,1.0,172,"To enhance my working capacities, professional skills, business efficiencies and to serve my organization in best possible way with sheer determination and commitment.",2
1549,1549,27386,94,0.698,Male,No relevent experience,no_enrollment,High School,,16.0,,,0.0,117," To contribute my technical knowledge in a position with growing and dynamic firm which will help me to explore myself fully and realize potential. 
 Willing to work as a key player in challenging and creative environment with high levels of motivation and sincerity",1
1550,1550,28630,136,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,11.0,50-99,Pvt Ltd,1.0,75,NONE,2
1551,1551,32243,103,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,10.0,10000+,Pvt Ltd,1.0,50,To become a skilled and knowledgeable PHP Developer by working with experienced and driven individuals.,2
1552,1552,3635,61,0.9129999999999999,Female,No relevent experience,no_enrollment,Graduate,Arts,2.0,50-99,Pvt Ltd,2.0,262,"To work for an organization which is provides me the opportunity to improve my skills and knowledge to 
growth along with the organization objective.",2
1553,1553,30957,162,0.767,Male,Has relevent experience,no_enrollment,Graduate,STEM,9.0,,,1.0,66,"To work hard for our organization with an opportunity for improvement that lead to the 
growth of the organization as well as individual. 
STRENGTH AND WEAKNESS 
 Goal Oriented, Positive thinking, Problem solver And Full dedication to my work. 
 My strongest point is that I can learn from my atmosphere so fast and create unity 
among people 
 My weakest point is that I believe in people so easily.",2
1554,1554,2326,103,0.92,Male,No relevent experience,Full time course,High School,,7.0,,,1.0,332,Looking for a position/Internship as a Web Developer / PHP Developer at web development company where I may use my Web developing skills and gain knowledge of different Web technologies.,2
1555,1555,17950,74,0.579,,Has relevent experience,Part time course,Masters,STEM,12.0,50-99,Pvt Ltd,4.0,31,NONE,2
1556,1556,32910,21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,5.0,10000+,Pvt Ltd,0.0,28,NONE,2
1557,1557,32353,75,0.9390000000000001,Male,Has relevent experience,no_enrollment,Graduate,STEM,20.0,,,1.0,73,"To Excel and pride in an organization which offers challenging work environment and growth in the areas of Software Development to become skilled software professional through hard work, commitment and adaptability to changes, rewarding and provides an opportunity to expand my knowledge and abilities in creating client centric solutions.",1
1558,1558,13462,21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,5.0,50-99,Pvt Ltd,2.0,34,"To find a challenging job where in, I get opportunities to contribute my knowledge towards the 
organization's success and simultaneously resulting in enhancing my career.",2
1559,1559,28937,50,0.8959999999999999,Male,Has relevent experience,no_enrollment,Graduate,STEM,10.0, 10,Pvt Ltd,1.0,91,"""To Work in learning and challenging environment, utilizing my skills and knowledge to be the 
best of my abilities and contribute positively to my personal growth as well as growth of the 
organization.""",2
1560,1560,29276,21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,3.0,50-99,Pvt Ltd,1.0,22," Working as a senior php developer in Zinbay India Pvt Ltd, Kochi since March 2019. 
 Worked as Senior PHP Developer in Online Media Space, Kochi from February 2018 to February 2019 
 Worked as Senior PHP Developer in Vandalay business solutions, Kochi from June 2016 to February 2018. 
 Worked as Web Application Developer in WorkAmmo India Pvt Ltd, Kochi from July 2015 to May 2016. 
 Worked as Senior PHP Developer in Dunamis World, Kochi from 2014 September to 2015 June. 
 Worked as CRM Consultant in MWT Education online India Pvt Ltd, Kochi from 2013 July to 2014 May. 
 Worked as senior developer in Taurus web solutions, Kochi from December 2011 to May 2013.",2
1561,1561,16082,102,0.804,Male,Has relevent experience,no_enrollment,,,8.0,1000-4999,Pvt Ltd,4.0,152,NONE,2
1562,1562,515,103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,20.0,10000+,Pvt Ltd,2.0,126,NONE,1
1563,1563,31826,103,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,20.0,10000+,Pvt Ltd,2.0,10,I have 8 years of experience in Web development.,2
1564,1564,14515,102,0.804,Male,Has relevent experience,no_enrollment,Masters,STEM,20.0,10000+,Pvt Ltd,2.0,10,NONE,2
1565,1565,26722,21,0.624,Male,No relevent experience,Full time course,Graduate,STEM,4.0,,,0.0,145,NONE,2
1566,1566,2937,89,0.925,,Has relevent experience,no_enrollment,Graduate,STEM,20.0, 10,Early Stage Startup,1.0,42,NONE,2
1567,1567,30103,28,0.9390000000000001,Male,Has relevent experience,no_enrollment,Graduate,STEM,17.0,10000+,Pvt Ltd,3.0,12,2+ years of experience,2
1568,1568,25100,136,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,6.0, 10,Early Stage Startup,1.0,4," Experience in Web based Application development on PHP. 
 Effective team worker.",2
1569,1569,13397,173,0.878,Male,Has relevent experience,Part time course,High School,,12.0,1000-4999,Pvt Ltd,3.0,79,Quest to work in the most challenging position with an organization that provides sample opportunities to learn and to contribute for exploring my potential and abilities.,2
1570,1570,8413,21,0.624,Male,No relevent experience,no_enrollment,Primary School,,3.0,,,0.0,13,"To work in an organization, where innovation and excellence is the way of life, 
where my knowledge and potentials are realized to the fullest core. To be an 
integral member of a team responsible for the growth of the organization where I 
can utilize my Engineering skills, thereby growing as an individual and a key 
contributor professional in the process.",2
1571,1571,11413,12,0.64,Male,No relevent experience,Full time course,Graduate,STEM,6.0,50-99,Pvt Ltd,1.0,38,"Seeking a position to utilize my skills and abilities in the Education that offers professional growth while being resourceful, innovative and flexible.",2
